新华社 北京
发展 种植
蔬菜 种植
蔬菜 村
蔬菜 全村
村 全村
村 农民
全村 农民
全村 人均
农民 人均
农民 纯收入
人均 纯收入
纯收入 多元
多元 农村
多元 经济
农村 经济
经济 发展
发展 农民
农民 增收
对此 代表
县里 农民
农民 进行
进行 种植
种植 管理
管理 实用
管理 技术培训
实用 技术培训
实用 农民
技术培训 农民
技术培训 掌握
农民 掌握
培训 农民
农民 持续
农民 稳定
持续 稳定
持续 增收
稳定 增收
增收 促进
促进 农民
促进 有序
农民 有序
农民 转移
有序 转移
有序 就业
转移 就业
转移 增加
就业 增加
就业 农民
增加 农民
农民 工资
工资 收入
收入 广西
人口 农业
农业 县
打工 去年
打工 全县
去年 全县
去年 农民
全县 农民
全县 人均
农民 人均
农民 纯收入
人均 纯收入
人均 达
纯收入 达
纯收入 多元
达 多元
多元 工资
工资 收入
全国政协 委员
委员 教授
教授 认为
认为 积极
积极 发展
积极 龙头企业
发展 龙头企业
发展 带动
龙头企业 带动
龙头企业 农民
带动 农民
带动 增收
农民 增收
农民 致富
增收 致富
致富 农村
农村 地区
地区 重点
重点 发展
重点 农业
发展 农业
发展 产业化
农业 产业化
产业化 扶持
扶持 龙头企业
扶持 带动
龙头企业 带动
龙头企业 农民
带动 农民
传统 农业
农业 现代农业
现代农业 转变
现代农业 持续
转变 持续
转变 稳定
持续 稳定
持续 增收
稳定 增收
增收 我国
我国 农业
农业 程度
产业 水产
水产 养殖
养殖 防治
防治 中心
防治 副
中心 副
中心 主任
副 主任
副 王
主任 王
王 委员
委员 认为
委员 近年来
认为 近年来
认为 我国
近年来 我国
近年来 农村
我国 农村
农村 自然灾害
农民 增收
困难 特别
特别 近年
近年 农业
农业 产业结构
产业结构 调整
调整 规模经营
规模经营 发展
发展 产业化
产业化 步伐
步伐 加快
加快 农业
农民 农业
农业 保险
生产 生活
生活 保障
我国 农业
农业 规模
规模 不能
不能 满足
满足 农村
农村 需求
需求 王
王 委员
委员 建议
委员 政府
建议 政府
政府 部门
部门 应
部门 尽快
应 尽快
应 总结
尽快 总结
尽快 农业
总结 农业
总结 保险
农业 保险
农业 试点
保险 试点
保险 省市
试点 省市
省市 单位
单位 取得
取得 经验
经验 加快
经验 推进
加快 推进
加快 我国
推进 我国
推进 农业
我国 农业
我国 政策性
农业 政策性
农业 保险公司
政策性 保险公司
保险公司 建立
建立 推进
推进 农业
推进 支持
农业 支持
支持 建设
建设 进一步
建设 增强
进一步 增强
进一步 农业
增强 农业
农业 灾害
灾害 能力
确保 农民
实现 增收
果园 里
万元 浙江
浙江 引进
投入 万元
万元 回报
逐渐 进入
保险公司 没有
保险 意识
意识 不够
不够 只能
面对 灾害
其实 面对
其实 灾害
面对 灾害
面对 农业
灾害 农业
灾害 保险
农业 保险
保险 农业
农业 保险
农民 实惠
实惠 保险
保险 湖南
农业 风险
风险 较大
风险 保险公司
较大 保险公司
保险公司 企业
企业 很多
很多 开展
开展 农业
农业 积极性
年底 保险
保险 湖南
准备 油菜
油菜 进行
油菜 保险
进行 保险
没有 实行
油菜 进行
油菜 保险
进行 保险
亿元 农民
农民 农业
农业 保险
保险 需求
需求 非常
不少 养猪
不少 大户
养猪 大户
希望 政府
政府 推出
推出 生猪
推出 保险
生猪 保险
农业 保险
保险 农户
政府 补贴
政策性 保险
政策性 路子
保险 路子
路子 现实
现实 选择
农民 愿意
农业 保险
农业 面临
保险 面临
中国 约
全国 农作物
全国 播种面积
农作物 播种面积
播种面积 农民
自然 风险
自然 较大
风险 较大
较大 面对
单一 财政
财政 补助
补助 农业
农业 灾害
农业 救助
灾害 救助
灾害 模式
救助 模式
严重 容易
严重 引起
容易 引起
容易 资金
引起 资金
资金 更
灾害 损失
损失 补偿
记者 全国
记者 年
全国 年
年 财政
财政 资金
自然灾害 造成
造成 损失
我国 实行
国家 财政
国家 支持
财政 支持
风险 财政
财政 承担
任务 成本
成本 能力
能力 面临
我国 自然灾害
自然灾害 导致
中 保险公司
中 承担
保险公司 承担
承担 损失
损失 超过
个人 国家
国家 承担
国家 保险
承担 保险
承担 这种
保险 这种
保险 社会化
这种 社会化
社会化 风险
风险 损失
风险 承担
损失 承担
损失 机制
承担 机制
机制 管理
管理 风险
风险 方面
方面 作用
建议 必须
建议 尽快
必须 尽快
必须 建立
尽快 建立
尽快 我国
建立 我国
我国 保险
保险 管理
管理 风险
应 积极
应 推进
积极 推进
积极 政策性
推进 政策性
立法 相关
相关 制度
制度 建设
建设 建立
建设 农业
建立 农业
建立 保险
农业 保险
农业 补偿
保险 补偿
保险 体制
补偿 体制
补偿 框架
体制 框架
框架 机制
机制 明确
相关 权利
公司 定位
定位 法律法规
保证 农业
保证 保险
农业 保险
农业 运行
保险 运行
记者 日前
下乡 干部
下乡 进行
干部 进行
干部 培训
进行 培训
进行 内容
培训 内容
培训 主要
内容 主要
内容 围绕
主要 围绕
主要 促进
围绕 促进
促进 发展
发展 农牧民
农牧民 增收
农牧民 包括
增收 包括
增收 中央
包括 中央
政策 政府
政府 农牧民
农牧民 办实事
办实事 村级
村级 特色
特色 村级
村级 规划
村级 编制
规划 编制
规划 矛盾
编制 矛盾
化解 扶贫
化解 政策
扶贫 政策
政策 三农
三农 课题
课题 提高
提高 干部
提高 解决
干部 解决
干部 三农问题
解决 三农问题
三农问题 能力
能力 今年
组织 万名
万名 干部
干部 活动
活动 活动
活动 超过
活动 万名
超过 万名
超过 干部
万名 干部
万名 深入
干部 深入
深入 全省
村 党和政府
党和政府 惠农
惠农 支农
惠农 政策
支农 政策
政策 田间
田间 草原
解决 群众
群众 生产
群众 生活
生产 生活
问题 困难
困难 干部
干部 政策
下乡 干部
农村 致富
下乡 干部
干部 举办
举办 活动
活动 农村
科技 部门
科技 下乡
部门 下乡
部门 干部
下乡 干部
干部 解决
解决 农业
乡 地处
科技 部门
科技 下乡
部门 下乡
部门 干部
下乡 干部
干部 研究
研究 种植
种植 抗旱
种植 特色
抗旱 特色
抗旱 作物
特色 作物
帮助 农民
帮助 解决
农民 解决
农民 良种
解决 良种
解决 销路
良种 销路
销路 问题
问题 春耕
下乡 干部
下乡 指导
干部 指导
干部 农户
指导 农户
调整 种植
调整 结构
种植 结构
种植 储备
结构 储备
结构 农资
储备 农资
储备 化肥
化肥 万吨
化肥 农药
万吨 农药
小麦 马铃薯
种子 特色
特色 优势
特色 作物
优势 作物
优势 种植
作物 种植
作物 面积
种植 面积
面积 达到
达到 万亩
遭遇 严重
下乡 干部
干部 深入
深入 全面
情况 做好
恢复 生产
恢复 工作
生产 工作
干部 组成
组成 专项
负责 开展
负责 教育
开展 教育
开展 文化
教育 文化
教育 卫生
文化 卫生
文化 三下乡
卫生 三下乡
卫生 服务
三下乡 服务
三下乡 活动
服务 活动
下乡 干部
下乡 目标
干部 目标
及时 解决
解决 基层组织
基层组织 农牧民
农牧民 群众
农牧民 关心
群众 关心
群众 关注
关心 关注
关注 难点
建立 干部
建立 下乡
干部 下乡
下乡 长效机制
各地 推广
各地 实施
推广 实施
实施 干部
干部 驻村
干部 工作
驻村 工作
驻村 制度
工作 制度
制度 年
年 干部
年 长期
干部 长期
了解 掌握
掌握 群众
群众 困难
解决 生产
生产 扶贫
生产 项目
扶贫 项目
扶贫 农村
项目 农村
项目 新型
农村 新型
农村 合作医疗
新型 合作医疗
合作医疗 方面
方面 存在
存在 问题
新华社 记者
记者 国务院
国务院 日前
国务院 召开
日前 召开
召开 全国
全国 农业
农业 粮食
粮食 生产
粮食 工作
生产 工作
工作 指出
指出 农村
农村 金融机构
农村 涉农
金融机构 涉农
金融机构 贷款
涉农 贷款
涉农 比例
贷款 比例
贷款 实施
比例 实施
表示 近年来
操作 中
中 农村
农村 金融机构
农村 给予
金融机构 给予
金融机构 特别
给予 特别
给予 扶持
特别 扶持
扶持 政策
政策 今后
今后 继续
继续 存款
存款 政策
政策 方面
方面 农村
农村 金融机构
农村 坚持
金融机构 坚持
原则 支持
原则 农村
支持 农村
支持 金融机构
农村 金融机构
农村 增加
金融机构 增加
增加 三农
三农 信贷
信贷 投放
投放 介绍
介绍 涉农
涉农 贷款
涉农 比例
贷款 比例
农村 合作
农村 银行
合作 银行
合作 执行
银行 执行
商业银行 百分点
百分点 存款
存款 农村
农村 信用社
农村 执行
信用社 执行
商业银行 百分点
百分点 存款
涉农 贷款
涉农 比例
贷款 比例
县市 农村
县市 信用社
农村 信用社
农村 执行
信用社 执行
商业银行 百分点
百分点 存款
存款 全国
全国 农业
农业 粮食
粮食 生产
粮食 工作
生产 工作
工作 指出
指出 今年
指出 确保
今年 确保
确保 规模
上年 水平
表示 继续
继续 存款
存款 政策
政策 方面
方面 农村
农村 金融机构
农村 坚持
金融机构 坚持
原则 需求
需求 安排
安排 增加
安排 中西部
增加 中西部
增加 地区
中西部 地区
地区 粮食
粮食 主产区
粮食 支农
主产区 支农
上年 水平
水平 支农
支农 贷款
贷款 年
年 国务院
支持 农村
支持 信用社
农村 信用社
农村 扩大
信用社 扩大
信用社 农户
扩大 农户
扩大 贷款
农户 贷款
贷款 开办
贷款 业务
业务 今年
累计 发放
累计 支农
发放 支农
支农 贷款
贷款 支农
用于 支持
用于 中西部
支持 中西部
中西部 粮食
粮食 主产区
粮食 全国
主产区 全国
主产区 农业
全国 农业
农业 粮食
粮食 生产
粮食 工作
生产 工作
工作 指出
指出 增加
指出 中西部
增加 中西部
中西部 粮食
粮食 主产区
粮食 支农
主产区 支农
中西部 地区
地区 粮食
农产品 主产区
主产区 支农
支农 贷款
贷款 亿元
安排 亿元
安排 支农
亿元 支农
支农 贷款
贷款 重点
贷款 支持
重点 支持
支持 农村
农村 信用社
农村 发放
信用社 发放
信用社 支农
发放 支农
支农 小额
小额 农户
小额 贷款
农户 贷款
农户 今后
贷款 今后
农村 信用社
农村 支农
信用社 支农
信用社 信贷资金
支农 信贷资金
支农 投放
信贷资金 投放
投放 实际
实际 合理
实际 需求
合理 需求
需求 安排
安排 增加
安排 中西部
增加 中西部
增加 地区
中西部 地区
地区 粮食
粮食 主产区
粮食 支农
主产区 支农
中国农业银行 负责人
角度 三农
三农 发展
发展 重视
重视 支持
支持 农行
农行 面向
面向 三农
三农 国有
国有 商业银行
商业银行 制定
制定 措施
制定 确保
措施 确保
措施 今年
确保 今年
确保 县域
今年 县域
今年 机构
县域 机构
机构 增量
增量 贷款
涉农 贷款
贷款 高于
高于 平均水平
今年以来 支持
支持 农业
农业 生产
农业 春耕
生产 春耕
生产 备耕
春耕 备耕
备耕 农村
农村 中小企业
中小企业 重点
重点 农行
重点 加大
农行 加大
加大 涉农
涉农 贷款
贷款 投放
投放 力度
投放 月底
力度 月底
力度 农行
月底 农行
月底 涉农
农行 涉农
农行 贷款
涉农 贷款
涉农 余额
贷款 余额
贷款 亿元
余额 亿元
增加 亿元
镇 村农民
来到 杭州
成立 龙头企业
成立 带动
龙头企业 带动
龙头企业 村民
带动 村民
现在 全村
种植 品种
提出 支持
支持 农业
支持 产业化
农业 产业化
农业 经营
产业化 经营
经营 龙头企业
龙头企业 发展
龙头企业 培育
发展 培育
培育 文化
文化 技术
技术 经营
经营 新型
新型 农民
农民 发展
发展 培养
教师 农民
农民 服务
科技 扶贫
科技 年
扶贫 年
扶贫 培育
年 培育
培育 种植
人民 脱贫致富
规划 生态农业
生态农业 带
生态农业 帮助
带 帮助
帮助 农民
农民 种地
农民 收入
种地 收入
农田 面积
面积 达
达 万亩
达 约
万亩 约
约 农户
农户 直接
助农 推广
推广 教师
进程 一定
一定 影响
新品种 没有
新品种 推广
没有 推广
没有 只能
推广 只能
科研 价值
价值 年前
讨论 决定
讨论 改革
决定 改革
改革 制度
制度 全国
全国 推广
推广 教授
教授 从事
从事 市场
从事 应用
市场 应用
市场 技术推广
应用 技术推广
技术推广 教师
提升 产业
提升 竞争力
产业 竞争力
贡献 主要
取得 重大
取得 科研
重大 科研
贡献 转化
转化 致富
致富 农户
贡献 推广
贡献 教授
推广 教授
广西 近年
近年 养殖
养殖 发展
难题 不少
难 防治
污染 环境
指导 农户
农户 改进
农户 养殖
改进 养殖
改进 技术
养殖 技术
养殖 收集
技术 收集
原料 避免
避免 污染
实现 增收
实现 年底
增收 年底
年底 成立
成立 现代农业
成立 技术推广
现代农业 技术推广
现代农业 中心
技术推广 中心
技术推广 组织
中心 组织
成熟 经验
经验 西部
西部 推广
推广 路
路 越
越 越
越 宽
宽 贵州
优质 奶牛
奶牛 产业化
产业化 示范
产业化 工程
示范 工程
工程 启动
启动 带动
带动 农民
农民 脱贫
脱贫 重庆
推广 面积
面积 万亩
万亩 累计
万亩 效益
累计 效益
累计 亿元
效益 亿元
亿元 云南
云南 开展
云南 高产
开展 高产
开展 优质
高产 优质
优质 油菜
油菜 选育
选育 产业化
产业化 增产
研究 人员
研究 组成
人员 组成
组成 推广
推广 队伍
推广 服务
队伍 服务
服务 全国
全国 各地
海南 今年
海南 计划
今年 计划
今年 新增
计划 新增
计划 财力
新增 财力
财力 用于
用于 改善
农民 增加收入
农民 提高
增加收入 提高
增加收入 生活
提高 生活
提高 水平
生活 水平
水平 最大
海南 新增
海南 财力
新增 财力
新增 重点
财力 重点
重点 三农
三农 倾斜
三农 加大
倾斜 加大
投入 力度
投入 加强
力度 加强
力度 农业
加强 农业
加强 基础
农业 基础
农业 建设
基础 建设
基础 促进
建设 促进
建设 农业
促进 农业
促进 增产
农业 增产
农业 农民
增产 农民
增产 增收
农民 增收
增收 公共财政
公共财政 阳光
农村 农业
农村 产业化
农业 产业化
产业化 发展
发展 特色
发展 优势
特色 优势
特色 农业
优势 农业
海南 各级
海南 财政
各级 财政
各级 去年
财政 去年
财政 投入
去年 投入
去年 资金
投入 资金
资金 万元
万元 鼓励
万元 农民
鼓励 农民
农民 专业
专业 合作社
专业 今年
合作社 今年
今年 财政
财政 继续
继续 安排
继续 万元
安排 万元
安排 支持
万元 支持
万元 农产品
支持 农产品
支持 加工
农产品 加工
农产品 龙头企业
加工 龙头企业
加工 发展
龙头企业 发展
龙头企业 加工
发展 加工
发展 园区
加工 园区
加工 建设
园区 建设
建设 助推
助推 特色
特色 现代农业
特色 发展
现代农业 发展
发展 全省
特色 农业
特色 初步
农业 初步
农业 形成
初步 形成
形成 布局
布局 集约化
布局 经营
集约化 经营
集约化 专业化
经营 专业化
经营 生产
专业化 生产
生产 格局
格局 海南
格局 优化
海南 优化
优化 结构
结构 加大
加大 农村
农村 公共服务
公共服务 投入
投入 力度
投入 支持
力度 支持
力度 农村
支持 农村
支持 义务教育
农村 义务教育
农村 医疗卫生
义务教育 医疗卫生
义务教育 文化
医疗卫生 文化
文化 社会保障
社会保障 事业
事业 发展
事业 今年
发展 今年
发展 海南
今年 海南
今年 义务教育
海南 义务教育
义务教育 支出
支出 增长
支出 安排
增长 安排
增长 亿元
安排 亿元
亿元 新型农村
新型农村 合作医疗
新型农村 财政
合作医疗 财政
合作医疗 补助
财政 补助
财政 标准
补助 标准
补助 提高
标准 提高
提高 安排
安排 万元
万元 家庭
家庭 人均
家庭 年收入
人均 年收入
以下 绝对
绝对 贫困户
贫困户 纳入
纳入 农村
纳入 最低
农村 最低
农村 生活
最低 生活
最低 保障
生活 保障
生活 范围
保障 范围
本报 北京
记者 朱隽
记者 国务院
朱隽 国务院
召开 全国
全国 农业
全国 普查
农业 普查
农业 工作
普查 工作
普查 总结
工作 总结
工作 会议
总结 会议
总结 研究
会议 研究
会议 普查
研究 普查
研究 成果
普查 成果
加强 农村
农村 工作
工作 委员
委员 国务院
委员 副
国务院 副
国务院 总理
副 总理
总理 全国
全国 农业
全国 普查
农业 普查
农业 领导小组
普查 领导小组
领导小组 回良玉
讲话 强调
全国 农业
全国 普查
农业 普查
关系 经济社会
关系 发展
经济社会 发展
经济社会 全局
发展 全局
三农 工作
三农 领域
工作 领域
充分 普查
普查 获得
获得 丰富
三农 重大
三农 问题
重大 问题
重大 准确
问题 准确
问题 把握
准确 把握
准确 新
把握 新
把握 时期
新 时期
新 农村
时期 农村
时期 发展
农村 发展
发展 科学
科学 有效
科学 指导
有效 指导
有效 农业
指导 农业
农业 农村
农村 工作
工作 进一步
进一步 加强
进一步 农村
加强 农村
农村 工作
工作 构建
工作 符合
构建 符合
构建 我国
符合 我国
符合 国情
我国 国情
我国 适应
国情 适应
国情 社会主义
适应 社会主义
适应 市场经济
社会主义 市场经济
社会主义 要求
市场经济 要求
市场经济 具有
要求 具有
要求 国际
具有 国际
具有 先进
国际 先进
国际 水平
先进 水平
水平 农村
农村 统计
农村 工作
统计 工作
统计 平台
工作 平台
平台 党和政府
党和政府 社会
社会 方面
方面 提供
方面 更加
提供 更加
提供 优质
更加 优质
优质 统计
统计 信息
统计 服务
信息 服务
信息 回良玉
服务 回良玉
全国 农业
全国 普查
农业 普查
农业 共
普查 共
普查 组织
共 组织
共 动员
组织 动员
全国 农户
农户 万个
农户 农业
万个 农业
万个 生产
农业 生产
农业 经营
生产 经营
生产 单位
经营 单位
单位 村
乡镇 进行
进行 规模
调查 获得
资料 普查
体现 我国
我国 农村
我国 改革
农村 改革
农村 年
改革 年
年 取得
系统 反映
反映 我国
我国 农业
农业 生产力
生产力 水平
水平 农村
农村 发展
农村 变化
发展 变化
发展 情况
变化 情况
变化 全面
情况 全面
农业 农村
农业 农民
农村 农民
统计 进行
进行 完善
新形势下 三农问题
三农问题 提供
资料 党和政府
党和政府 加强
党和政府 三农
加强 三农
加强 工作
三农 工作
三农 提供
工作 提供
国际 社会
国际 客观
社会 客观
社会 了解
客观 了解
客观 我国
了解 我国
了解 三农
我国 三农
我国 情况
三农 情况
三农 提供
情况 提供
提供 大量
大量 信息
信息 有效
有效 利用
利用 普查
认真 分析
认真 研究
分析 研究
分析 保障
研究 保障
研究 粮食安全
保障 粮食安全
粮食安全 主要
主要 农产品
主要 基本
农产品 基本
农产品 供给
基本 供给
基本 促进
供给 促进
供给 农民
促进 农民
促进 就业
农民 就业
农民 增收
就业 增收
增收 扩大
扩大 农民
扩大 消费
农民 消费
农民 建设
消费 建设
消费 社会主义
建设 社会主义
建设 新
社会主义 新
社会主义 农村
新 农村
农村 推进
推进 工业化
推进 城镇化
工业化 城镇化
工业化 协调
城镇化 协调
城镇化 发展
协调 发展
发展 重大
重大 问题
问题 制定
制定 经济社会
制定 发展
经济社会 发展
经济社会 规划
发展 规划
发展 统筹
规划 统筹
规划 城乡
统筹 城乡
统筹 经济社会
城乡 经济社会
城乡 发展
经济社会 发展
经济社会 提供
发展 提供
提供 回良玉
回良玉 指出
指出 全国
全国 农业
全国 普查
农业 普查
重大 国情
国情 调查
调查 普查
调查 内容
普查 内容
内容 涉及
涉及 范围
面对 艰巨
任务 各级
任务 政府
各级 政府
各级 高度重视
政府 高度重视
高度重视 各级
各级 农业
各级 普查
农业 普查
农业 机构
普查 机构
社会各界 参与
完成 各项
各项 工作
工作 普查
普查 取得
取得 得益于
组织 领导
领导 科学
科学 有效
有效 普查
普查 方法
普查 得益于
方法 得益于
社会 动员
法律 保障
保障 回良玉
保障 代表
回良玉 代表
回良玉 国务院
代表 国务院
参加 支持
支持 农业
支持 普查
农业 普查
回良玉 强调
回良玉 当前
强调 当前
强调 我国
当前 我国
当前 经济社会
我国 经济社会
我国 发展
经济社会 发展
经济社会 正
发展 正
战略 农业
农业 农村
农业 发展
农村 发展
新 历史
农村 工作
使命 承担
任务 切实
切实 巩固
切实 农业
巩固 农业
巩固 普查
农业 普查
农业 成果
普查 成果
成果 农村
农村 工作
加快 农村
加快 统计
农村 统计
农村 方法
统计 方法
统计 制度
方法 制度
方法 改革
制度 改革
制度 完善
改革 完善
完善 强化
强化 监测
监测 满足
满足 国家
国家 需要
需要 认真
认真 做好
衔接 工作
衔接 确保
工作 确保
反映 经济社会
基层 统计
基层 队伍
统计 队伍
统计 建设
队伍 建设
队伍 培养
建设 培养
政治 作风
作风 正
队伍 加强
加强 信息化
信息化 重点
重点 基础设施
基础设施 建设
建设 农村
农村 统计
统计 水平
水平 切实
切实 加大
加大 农村
支持 力度
力度 提高
提高 数据
提高 质量
数据 质量
数据 推动
质量 推动
质量 农村
推动 农村
农村 工作
工作 新台阶
新台阶 提供
新台阶 有力
提供 有力
提供 保障
有力 保障
有力 会上
保障 会上
保障 国务院
会上 国务院
国务院 全国
全国 农业
全国 普查
农业 普查
农业 领导小组
普查 领导小组
普查 工作
普查 中
工作 中
工作 表现
中 表现
中 突出
表现 突出
国务院 全国
全国 农业
全国 普查
农业 普查
农业 领导小组
普查 领导小组
普查 成员
领导小组 成员
成员 省区市
农业 普查
农业 领导小组
普查 领导小组
普查 办公室
领导小组 办公室
领导小组 主任
办公室 主任
主任 单位
单位 个人
个人 代表
方面 负责人
今年 粮食
今年 直补
粮食 直补
粮食 良种
直补 良种
直补 补贴
良种 补贴
良种 农机具
补贴 农机具
补贴 购置
农机具 购置
农机具 补贴
购置 补贴
购置 农资
补贴 农资
补贴 综合
农资 综合
农资 补贴
综合 补贴
补贴 四
四 补贴
四 规模
补贴 规模
补贴 达到
规模 达到
规模 亿元
达到 亿元
亿元 上年
上年 增长
上年 农业部
增长 农业部
增长 预计
农业部 预计
农业部 今年
预计 今年
预计 夏粮
今年 夏粮
今年 总产
夏粮 总产
夏粮 超过
总产 超过
总产 亿斤
超过 亿斤
超过 增产
亿斤 增产
亿斤 亿斤
增产 亿斤
亿斤 实现
实现 连续
连续 增产
增产 全国
增产 夏粮
全国 夏粮
全国 单产
夏粮 单产
单产 创造
创造 历史
历史 水平
水平 油菜
水平 今年
油菜 今年
油菜 总产
今年 总产
今年 万吨
总产 万吨
总产 增产
万吨 增产
局面 今年
局面 中央财政
今年 中央财政
今年 加大
中央财政 加大
中央财政 农业
加大 农业
加大 综合
农业 综合
农业 开发
综合 开发
综合 投入
开发 投入
投入 安排
安排 亿元
安排 资金
亿元 资金
资金 上年
上年 增加
上年 重点
增加 重点
重点 粮食
粮食 主产区
粮食 计划
主产区 计划
计划 万亩
万亩 改造
改造 高标准
高标准 农田
高标准 新增
农田 新增
农田 粮食
新增 粮食
新增 生产能力
粮食 生产能力
生产能力 我国
我国 今年
今年 增加
增加 中央
中央 省级
省级 小型
省级 农田水利
小型 农田水利
小型 工程建设
农田水利 工程建设
农田水利 补助
工程建设 补助
工程建设 专项资金
补助 专项资金
补助 中央财政
专项资金 中央财政
水 补助
水 资金
补助 资金
资金 投入
达到 亿元
亿元 适应
适应 现代农业
适应 发展
现代农业 发展
发展 需要
改造 小型
小型 设施
设施 建设
建设 纳入
纳入 补助
纳入 范围
补助 范围
葡萄 地里
种植 管理
管理 技术
深入 进行
进行 三农
进行 调研
三农 调研
了解 农业
农业 发展
生产 情况
先进 种植
种植 管理
管理 技术
今年 涉农
今年 贷款
涉农 贷款
涉农 增幅
贷款 增幅
贷款 力争
增幅 力争
增幅 高于
力争 高于
力争 各项
高于 各项
高于 贷款
各项 贷款
各项 增幅
贷款 增幅
贷款 今年
增幅 今年
增幅 小企业
今年 小企业
今年 信贷
小企业 信贷
小企业 投放
信贷 投放
信贷 增速
投放 增速
投放 力争
增速 力争
各项 贷款
各项 增速
贷款 增速
贷款 本报
增速 本报
增速 北京
本报 北京
方针 优化
方针 信贷
优化 信贷
优化 结构
信贷 结构
信贷 支持
结构 支持
结构 重点
支持 重点
支持 领域
重点 领域
发展 金融机构
持续 注意
持续 防范
注意 防范
注意 风险
防范 风险
加大 结构调整
结构调整 力度
结构调整 坚持
力度 坚持
力度 总量
坚持 总量
结构 优化
优化 确保
确保 新增
确保 信贷
新增 信贷
新增 资源
信贷 资源
资源 三农
三农 小企业
加大 三农
三农 信贷
信贷 支持
信贷 引导
支持 引导
支持 金融机构
引导 金融机构
引导 优先
金融机构 优先
金融机构 保证
优先 保证
优先 三农
保证 三农
保证 信贷
三农 信贷
三农 需求
信贷 需求
信贷 力争
需求 力争
需求 年
力争 年
力争 涉农
年 涉农
年 贷款
涉农 贷款
涉农 增幅
贷款 增幅
贷款 高于
增幅 高于
增幅 各项
高于 各项
高于 贷款
各项 贷款
各项 增幅
贷款 增幅
贷款 增量
增幅 增量
增幅 高于
增量 高于
增量 去年
高于 去年
去年 各项
各项 贷款
贷款 比例
比例 继续
存款 落实
落实 农村
落实 信用社
农村 信用社
农村 改革
信用社 改革
信用社 试点
改革 试点
改革 资金
试点 资金
试点 支持
资金 支持
资金 增加
支持 增加
引导 邮储
引导 资金
邮储 资金
方面 政策
政策 扩大
政策 支农
扩大 支农
扩大 信贷资金
支农 信贷资金
支农 来源
信贷资金 来源
信贷资金 继续
来源 继续
来源 深化
继续 深化
继续 农村
深化 农村
深化 信用社
农村 信用社
农村 改革
信用社 改革
信用社 大力发展
改革 大力发展
改革 村镇
大力发展 村镇
大力发展 银行
村镇 银行
村镇 小额贷款
银行 小额贷款
银行 公司
小额贷款 公司
小额贷款 农村
公司 农村
公司 资金
农村 资金
新型农村 金融机构
新型农村 加大
金融机构 加大
加大 小企业
小企业 发展
发展 融资
融资 支持
融资 加强
支持 加强
加强 金融机构
金融机构 引导
引导 力争
力争 小企业
小企业 信贷
小企业 投放
信贷 投放
信贷 增速
投放 增速
各项 贷款
各项 增速
贷款 增速
贷款 增量
增速 增量
去年 鼓励
去年 金融机构
鼓励 金融机构
鼓励 创新
金融机构 创新
金融机构 小企业
创新 小企业
创新 信贷
小企业 信贷
小企业 产品
信贷 产品
产品 贸易
贸易 融资
贸易 手段
融资 手段
融资 构建
手段 构建
手段 多层次
构建 多层次
多层次 小企业
小企业 融资
小企业 体系
融资 体系
融资 扩大
体系 扩大
体系 小企业
扩大 小企业
扩大 直接
小企业 直接
小企业 融资
直接 融资
直接 渠道
融资 渠道
融资 规范
渠道 规范
渠道 引导
规范 引导
规范 民间
引导 民间
引导 资金
民间 资金
民间 进入
资金 进入
资金 小企业
进入 小企业
进入 融资
小企业 融资
小企业 市场
融资 市场
融资 加快
市场 加快
市场 推进
加快 推进
加快 信用
推进 信用
推进 体系
信用 体系
体系 担保
担保 体系
担保 建设
体系 建设
体系 改善
建设 改善
建设 小企业
改善 小企业
改善 融资
小企业 融资
小企业 环境
融资 环境
表示 引导
引导 信贷
信贷 合理
信贷 增长
合理 增长
合理 当前
增长 当前
增长 需要
当前 需要
当前 保持
需要 保持
需要 必要
保持 必要
必要 总量
总量 调控
总量 力度
调控 力度
考虑 国内外
考虑 形势
国内外 形势
国内外 变化
形势 变化
形势 特别
变化 特别
特别 国际
国际 环境
环境 确定
确定 因素
情况 增强
情况 应对
增强 应对
平衡 保持
保持 经济
保持 平稳
经济 平稳
党 十七届
十七届 三中全会
十七届 提出
三中全会 提出
三中全会 农村
提出 农村
接受 良好
接受 教育
良好 教育
教育 机会
机会 发展
机会 农村
发展 农村
发展 教育
农村 教育
农村 促进
教育 促进
教育 教育
促进 教育
教育 提高
提高 农民
提高 科学
农民 科学
科学 培育
培育 文化
文化 技术
技术 经营
经营 新型
新型 农民
惠农 政策
办好 农村
办好 教育
农村 教育
农村 事业
教育 事业
事业 举措
推出 报道
新华社 北京
配合 学习
配合 贯彻
学习 贯彻
学习 党
贯彻 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
三农 工作
一号 文件
一号 年
文件 年
全国 发行
发行 收入
收入 改革开放
改革开放 中央
中央 相继
中央 出台
相继 出台
出台 指导
指导 三农
指导 工作
三农 工作
一号 文件
文件 包括
包括 年
年 年
年 连续
年 发出
连续 发出
一号 文件
文件 年
年 年
年 连续
年 发出
连续 发出
一号 文件
文件 记录
记录 反映
反映 改革开放
改革开放 年
年 指导
指导 我国
指导 农村
我国 农村
我国 改革
农村 改革
农村 发展
改革 发展
发展 政策
政策 变迁
群众 了解
了解 掌握
掌握 中央
中央 三农
三农 工作
工作 主要
主要 精神
精神 政策
政策 内涵
政策 具有
内涵 具有
